Id_Advice,Id_Sample,F1-Score,Accuracy,Number_Conflicts
578,4490,87.64044952392578,78.70738220214844,29656
579,4491,87.00565338134766,77.4474868774414,29491
580,4492,87.00565338134766,77.38970184326172,29734
581,4493,87.00565338134766,77.50318145751953,30926
582,4495,87.00565338134766,77.78182983398438,30551
583,4496,87.64044952392578,78.20014953613281,30482
584,5319,87.64044952392578,78.77393341064453,30092
585,5320,87.64044952392578,78.36856079101562,30410
586,5322,87.00565338134766,77.40451049804688,29660
587,5324,87.00565338134766,77.1519775390625,29640
588,5327,87.64044952392578,78.8463363647461,29989
589,5330,86.36363983154297,76.01741027832031,29303
590,5331,88.26815795898438,79.81736755371094,29540
591,5333,87.00565338134766,77.06954956054688,29549
592,5335,87.64044952392578,78.4675064086914,30236
593,5336,88.88888549804688,80.00952911376953,29513
594,5339,86.36363983154297,76.33179473876953,30541
595,5340,86.36363983154297,76.5068130493164,30230
596,5341,87.64044952392578,78.50334930419922,29580
597,5344,88.26815795898438,79.27030944824219,29608
598,5345,86.36363983154297,76.0462875366211,30431
599,5346,87.00565338134766,77.0696792602539,29692
600,5351,87.00565338134766,77.39772033691406,29786
601,5355,88.26815795898438,79.70923614501953,29490
602,5416,88.26815795898438,79.0070571899414,30056
603,5418,88.26815795898438,79.84111022949219,29829
604,5422,87.00565338134766,77.67271423339844,30266
605,5426,87.64044952392578,78.7912826538086,30621
606,5429,87.64044952392578,78.85497283935547,29838
607,5430,86.36363983154297,76.22544860839844,30189
608,5431,88.26815795898438,79.21141815185547,29734
609,5435,87.00565338134766,77.86864471435547,30441
610,5437,87.00565338134766,77.67110443115234,30615
611,5443,88.26815795898438,79.01541137695312,29492
612,5444,87.00565338134766,77.03047180175781,30150
613,5445,87.00565338134766,77.29302215576172,30383
614,5447,87.64044952392578,78.84620666503906,29965
615,5453,85.71428680419922,75.26509094238281,30287
616,5455,87.00565338134766,77.1851806640625,29850
617,5456,85.0574722290039,74.2215576171875,27933
618,5457,87.64044952392578,78.43267822265625,29703
619,5459,87.64044952392578,78.43507385253906,30073
620,6282,87.64044952392578,78.31119537353516,30051
621,6286,87.64044952392578,78.1605224609375,29809
622,6287,87.64044952392578,78.3034439086914,28975
623,6288,85.71428680419922,75.4708480834961,30609
624,6291,86.36363983154297,76.27442932128906,29575
625,6293,87.64044952392578,78.64073944091797,29988
626,6294,86.36363983154297,76.24564361572266,30338
627,6296,87.00565338134766,77.61116790771484,30751
628,6297,87.64044952392578,78.89752197265625,30286
629,6299,87.00565338134766,77.7708511352539,30175
630,6300,86.36363983154297,76.99919891357422,30762
631,6301,87.00565338134766,77.83134460449219,30811
632,6304,87.64044952392578,78.74315643310547,29454
633,6305,88.26815795898438,79.03280639648438,29293
634,6307,88.26815795898438,79.67462921142578,29464
635,6309,85.71428680419922,75.53950500488281,31021
636,6313,87.64044952392578,78.69062805175781,29331
637,6315,88.26815795898438,79.20845794677734,29447
638,6319,87.00565338134766,77.64446258544922,30718
639,6321,87.00565338134766,77.48521423339844,30766
640,6790,87.64044952392578,78.16114044189453,30013
641,6793,87.00565338134766,77.84712982177734,30399
642,6794,87.64044952392578,78.02906799316406,29718
643,6801,86.36363983154297,76.59588623046875,29764
644,6803,87.64044952392578,78.489990234375,30939
645,6805,87.64044952392578,78.32787322998047,30459
646,6808,87.64044952392578,78.43644714355469,29677
647,6809,87.00565338134766,77.89678955078125,29867
648,6812,85.71428680419922,75.4549789428711,30416
649,6816,87.00565338134766,77.88543701171875,30048
650,6819,86.36363983154297,76.69307708740234,29738
651,6820,88.26815795898438,79.5517578125,29470
652,6822,85.71428680419922,75.68353271484375,30917
653,6826,87.00565338134766,77.99517059326172,30570
654,6830,86.36363983154297,76.6594009399414,30626
655,6832,87.00565338134766,77.58323669433594,29996
656,6833,87.64044952392578,78.6343765258789,30093
657,6835,88.88888549804688,80.63616943359375,29722
658,6885,86.36363983154297,76.38091278076172,30111
659,6888,86.36363983154297,76.43411254882812,29901
660,7141,85.0574722290039,74.13262939453125,27207
661,7145,87.64044952392578,78.05329895019531,30473
662,7153,85.71428680419922,75.49563598632812,30572
663,7154,85.71428680419922,75.57616424560547,30202
664,4233,85.71428680419922,75.70653533935547,30959
665,4150,87.00565338134766,77.06791687011719,31011
666,4235,87.00565338134766,77.34064483642578,30167
667,4152,86.36363983154297,76.13697814941406,29225
668,4237,87.64044952392578,78.79428100585938,29757
669,4153,88.26815795898438,79.25055694580078,29722
670,4239,87.00565338134766,77.96857452392578,29796
671,4155,87.64044952392578,78.38091278076172,30544
672,4240,88.26815795898438,79.75572967529297,29599
673,4156,87.64044952392578,78.43226623535156,29939
674,4241,87.00565338134766,77.5805435180664,30380
675,4158,87.00565338134766,77.90866088867188,30352
676,4242,88.26815795898438,79.30111694335938,29490
677,4159,87.64044952392578,78.09353637695312,29871
678,4243,87.64044952392578,78.73372650146484,29706
679,4160,88.26815795898438,79.19087982177734,29549
680,4244,87.00565338134766,77.21781158447266,30022
681,4161,87.00565338134766,77.60505676269531,29757
682,4245,88.26815795898438,79.37091064453125,29473
683,4162,87.64044952392578,78.82444763183594,29858
684,4246,87.64044952392578,78.00869750976562,29836
685,4163,85.71428680419922,75.49980163574219,30569
686,4164,86.36363983154297,76.67735290527344,30106
687,4165,87.64044952392578,78.22178649902344,30574
688,4166,86.36363983154297,76.57343292236328,30114
689,4167,86.36363983154297,76.9259262084961,30965
690,4168,85.71428680419922,75.8491439819336,30459
691,4169,88.26815795898438,79.13375854492188,29478
692,4171,88.26815795898438,79.23418426513672,29866
693,4173,87.64044952392578,78.05481719970703,30282
694,4176,87.64044952392578,78.77564239501953,29540
695,4177,86.36363983154297,76.1677017211914,29663
696,4178,87.64044952392578,78.91724395751953,30168
697,4179,86.36363983154297,76.9964599609375,29969
698,4180,85.0574722290039,74.7072525024414,30653
699,4184,87.00565338134766,77.0931396484375,30658
700,4185,85.71428680419922,75.69364929199219,30726
701,4186,87.00565338134766,77.27336120605469,30330
702,4498,86.36363983154297,76.42498779296875,30554
703,4500,87.64044952392578,78.58496856689453,28468
704,4501,87.00565338134766,77.07730865478516,30510
705,4504,85.0574722290039,74.92306518554688,30690
706,4505,88.26815795898438,79.01372528076172,30101
707,4507,87.64044952392578,78.1117172241211,30041
708,4508,86.36363983154297,76.52436828613281,30006
709,4509,87.64044952392578,78.72584533691406,29489
710,4510,87.64044952392578,78.249267578125,30170
711,4668,86.36363983154297,76.19547271728516,30821
712,4670,87.00565338134766,77.68013763427734,30436
713,4672,87.64044952392578,78.28384399414062,29913
714,4673,86.36363983154297,76.52812957763672,30272
715,4674,87.00565338134766,77.78825378417969,29845
716,4678,87.00565338134766,77.95750427246094,30366
717,4681,87.64044952392578,78.58805847167969,30096
718,4683,87.64044952392578,78.13973236083984,30735
719,4686,87.00565338134766,77.99705505371094,30786
720,4687,85.71428680419922,75.71375274658203,29526
721,4688,86.36363983154297,76.6150131225586,29718
722,4690,86.36363983154297,76.40008544921875,30899
723,4691,87.00565338134766,77.3678970336914,30406
724,4692,87.64044952392578,78.11493682861328,29760
725,4693,88.26815795898438,79.13314056396484,29663
726,4694,87.64044952392578,78.36149597167969,29527
727,4695,83.72093200683594,72.9393081665039,28350
728,4696,87.64044952392578,78.7054443359375,29631
729,4697,87.00565338134766,77.98074340820312,30870
730,4698,85.71428680419922,75.98023223876953,30313
731,4699,87.00565338134766,77.23470306396484,29536
732,4700,85.0574722290039,74.9813461303711,31077
733,4813,85.0574722290039,74.2361831665039,30966
734,4815,86.36363983154297,76.98101043701172,30049
735,4816,88.88888549804688,80.00192260742188,29895
736,4819,86.36363983154297,76.50831604003906,29666
737,4822,85.0574722290039,74.37865447998047,31504
738,4823,86.36363983154297,76.42034149169922,30598
739,5158,87.00565338134766,77.94371795654297,29678
740,5163,87.64044952392578,78.33686065673828,30149
741,5166,85.0574722290039,74.8999252319336,30726
742,5170,87.00565338134766,77.62887573242188,30320
743,5171,85.71428680419922,75.19851684570312,30942
744,5175,85.71428680419922,75.98442840576172,30164
745,5177,87.00565338134766,77.76889038085938,29062
746,5178,85.71428680419922,75.89643859863281,30722
747,5183,87.64044952392578,78.6465072631836,29744
748,5184,87.64044952392578,78.17410278320312,29816
749,5185,85.71428680419922,75.5026626586914,30733
750,5186,87.00565338134766,77.57025909423828,29697
751,5188,87.64044952392578,78.72232818603516,29556
752,5192,87.64044952392578,78.56382751464844,30452
753,5193,88.26815795898438,79.55770111083984,29905
754,5197,85.0574722290039,74.80165100097656,30817
755,5198,87.64044952392578,78.26044464111328,30142
756,5201,87.64044952392578,78.98999786376953,30834
757,5205,85.71428680419922,75.15839385986328,30597
758,5207,87.64044952392578,78.86520385742188,29785
759,5210,87.64044952392578,78.00898742675781,30093
760,5314,87.64044952392578,78.07811737060547,30616
761,5316,88.26815795898438,79.07636260986328,30385
762,5317,87.64044952392578,78.72337341308594,30125
763,5460,87.00565338134766,77.50682067871094,30051
764,5462,86.36363983154297,76.21868896484375,30285
765,5473,87.00565338134766,77.88259887695312,30416
766,5531,87.00565338134766,77.85066223144531,29430
767,6275,85.0574722290039,74.47904968261719,31293
768,6276,84.39306640625,73.60921478271484,28323
769,6278,85.0574722290039,74.12175750732422,27743
770,6280,86.36363983154297,76.45390319824219,29700
771,6322,85.71428680419922,75.45719146728516,29818
772,6323,87.00565338134766,77.86051177978516,30590
773,6325,87.00565338134766,77.8951416015625,29847
774,6331,86.36363983154297,76.41508483886719,29823
775,6334,87.00565338134766,77.66839599609375,30761
776,6340,87.00565338134766,77.761962890625,30456
777,6342,87.64044952392578,78.95269012451172,29535
778,6345,86.36363983154297,76.67020416259766,30177
779,6346,85.71428680419922,75.73468780517578,30293
780,6349,87.00565338134766,77.98543548583984,29124
781,6459,87.64044952392578,78.19709014892578,29584
782,6465,85.71428680419922,75.87470245361328,29726
783,6466,87.00565338134766,77.63983154296875,30189
784,6467,86.36363983154297,76.25585174560547,30614
785,6470,87.64044952392578,78.1351318359375,29847
786,6471,86.36363983154297,76.76898956298828,30157
787,7156,87.00565338134766,77.9808120727539,30367
788,7157,87.00565338134766,77.94488525390625,29938
789,6544,87.00565338134766,77.30326843261719,30597
790,7159,87.64044952392578,78.51863098144531,29864
791,6546,84.39306640625,73.8218002319336,27890
792,7162,87.00565338134766,77.74256134033203,30372
793,6547,87.00565338134766,77.93943786621094,30230
794,7163,88.26815795898438,79.30384063720703,29576
795,6549,87.64044952392578,78.83902740478516,30245
796,7164,86.36363983154297,76.4464340209961,30153
797,6551,85.71428680419922,75.26874542236328,30829
798,7165,87.00565338134766,77.70628356933594,30840
799,6553,87.00565338134766,77.16165161132812,30811
800,7167,85.71428680419922,75.61038208007812,30300
801,6554,87.64044952392578,78.49201965332031,29864
802,7168,87.64044952392578,78.51563262939453,29667
803,6559,87.64044952392578,78.09554290771484,30143
804,7174,85.71428680419922,75.5545654296875,30360
805,6561,87.64044952392578,78.33540344238281,30790
806,7177,87.64044952392578,78.34712982177734,29674
807,6563,87.64044952392578,78.78933715820312,30065
808,7179,87.64044952392578,78.65269470214844,29693
809,6564,87.64044952392578,78.1019287109375,30337
810,7182,86.36363983154297,76.15083312988281,30187
811,6569,87.00565338134766,77.93846130371094,30097
812,7186,87.00565338134766,77.41726684570312,29675
813,6570,86.36363983154297,76.86083221435547,30168
814,7188,87.00565338134766,77.25211334228516,31001
815,6787,87.64044952392578,78.69776153564453,29632
816,7189,87.64044952392578,78.6751708984375,30820
817,6788,87.64044952392578,78.34212493896484,29842
818,6789,87.64044952392578,78.36234283447266,30177
819,6889,86.36363983154297,76.33436584472656,30110
820,6898,88.88888549804688,80.35389709472656,30343
821,6899,87.00565338134766,77.79771423339844,30457
822,6900,85.0574722290039,74.4259262084961,27843
823,6903,85.71428680419922,75.21617126464844,29847
824,6907,87.00565338134766,77.18756866455078,29352
825,6908,87.00565338134766,77.03507995605469,30520
826,6909,87.64044952392578,78.20314025878906,30442
827,6912,87.64044952392578,78.5804443359375,30091
828,6913,88.26815795898438,79.64714050292969,29240
829,6917,85.0574722290039,74.18651580810547,27617
830,6918,85.0574722290039,74.57335662841797,30762
831,6920,86.36363983154297,76.2467269897461,30362
832,6922,87.64044952392578,78.43887329101562,29967
833,6923,87.00565338134766,77.24716186523438,30429
834,6924,87.64044952392578,78.94152069091797,30735
835,6926,85.71428680419922,75.91056823730469,30486
836,6929,87.64044952392578,78.4411849975586,29738
837,6931,87.00565338134766,77.15454864501953,29775
838,7139,84.39306640625,73.58197784423828,27739
839,7669,87.00565338134766,77.83747863769531,30412
840,7670,86.36363983154297,76.24357604980469,29991
841,7671,87.64044952392578,78.41172790527344,31003
842,7672,85.71428680419922,75.97590637207031,30333
843,7673,86.36363983154297,76.18318176269531,30404
844,7674,87.64044952392578,78.6032943725586,29298
845,7675,87.64044952392578,78.61026000976562,29315
846,7676,87.64044952392578,78.67498016357422,30205
847,7677,88.26815795898438,79.263916015625,29613
848,7678,87.00565338134766,77.61514282226562,30509
849,7679,84.39306640625,73.87791442871094,27377
850,7680,87.00565338134766,77.80803680419922,30755
851,7681,86.36363983154297,76.3989028930664,29830
852,7682,87.00565338134766,77.2568359375,30011
853,7683,88.26815795898438,79.558837890625,29374
854,7687,87.00565338134766,77.3736572265625,30744
855,7688,87.64044952392578,78.8168716430664,30383
856,7689,87.64044952392578,78.94367980957031,29938
857,7690,87.64044952392578,78.85612487792969,29628
858,7691,87.00565338134766,77.23490905761719,30701
859,7810,85.71428680419922,75.18209838867188,30784
860,7811,86.36363983154297,76.31475067138672,29653
861,7812,85.71428680419922,75.7011489868164,30052
862,7813,87.00565338134766,77.81777954101562,30236
863,7814,87.00565338134766,77.34090423583984,30359
864,7815,87.00565338134766,77.50023651123047,29980
865,7816,87.64044952392578,78.14234161376953,30459
866,7937,87.00565338134766,77.23236846923828,30837
867,7938,88.26815795898438,79.26270294189453,29874
868,7939,86.36363983154297,76.90652465820312,30458
869,7940,84.39306640625,73.15928649902344,28032
870,7941,87.64044952392578,78.32088470458984,29900
871,7943,87.64044952392578,78.87075805664062,29720
872,7944,87.64044952392578,78.13912200927734,30341
873,7945,87.64044952392578,78.93392181396484,30012
874,8094,85.71428680419922,75.92396545410156,30528
875,7946,86.36363983154297,76.10358428955078,30540
876,8335,86.36363983154297,76.99579620361328,30355
877,8336,86.36363983154297,76.47921752929688,29796
878,8337,86.36363983154297,76.22183227539062,30659
879,8338,85.71428680419922,75.25135040283203,31007
880,8339,87.64044952392578,78.56055450439453,29758
881,8340,88.88888549804688,80.06173706054688,29496
882,8341,87.64044952392578,78.58110046386719,29949
883,8343,87.64044952392578,78.67196655273438,30703
884,8344,88.26815795898438,79.06666564941406,29889
885,8346,87.00565338134766,77.53316497802734,30315
886,8348,88.26815795898438,79.36459350585938,30235
887,8349,87.00565338134766,77.90502166748047,30559
888,8350,87.64044952392578,78.1238784790039,30031
889,8351,87.64044952392578,78.26081085205078,29865
890,8588,86.36363983154297,76.70271301269531,29817
891,8589,85.71428680419922,75.11424255371094,31156
892,9693,85.71428680419922,75.62841033935547,30654
893,9694,87.00565338134766,77.41717529296875,30789
894,9695,88.26815795898438,79.2638168334961,30364
895,9696,87.64044952392578,78.9135971069336,29675
896,9801,87.64044952392578,78.45523834228516,30059
897,9802,84.39306640625,73.1208267211914,28448
898,9804,86.36363983154297,76.05939483642578,30095
899,9805,88.26815795898438,79.1441650390625,30081
900,10376,87.64044952392578,78.88679504394531,29755
901,10378,84.39306640625,73.80296325683594,27543
902,10379,85.71428680419922,75.71549224853516,30064
903,10381,86.36363983154297,76.4141845703125,29842
904,10382,87.00565338134766,77.32876586914062,30424
905,10385,86.36363983154297,76.1684341430664,30669
906,10386,87.64044952392578,78.55187225341797,30176
907,10389,87.00565338134766,77.07617950439453,29666
908,10390,86.36363983154297,76.90047454833984,30652
909,10391,86.36363983154297,76.32660675048828,29497
910,10392,85.71428680419922,75.45520782470703,30855
911,10393,88.26815795898438,79.9343032836914,29556
912,10394,87.64044952392578,78.22513580322266,30275
913,10395,88.26815795898438,79.14427185058594,29247
914,10397,87.64044952392578,78.61302185058594,29105
915,10398,86.36363983154297,76.66492462158203,29616
916,10399,88.26815795898438,79.33370971679688,29559
917,10469,85.71428680419922,75.73583984375,30360
918,10470,87.64044952392578,78.44906616210938,30137
919,10471,87.00565338134766,77.93074035644531,30092
920,10472,86.36363983154297,76.96375274658203,31087
921,10474,85.0574722290039,74.34942626953125,27010
922,10475,87.64044952392578,78.51639556884766,30250
923,10476,87.64044952392578,78.53632354736328,29804
924,10478,87.00565338134766,77.33037567138672,29658
925,10480,87.64044952392578,78.03148651123047,29757
926,10481,87.64044952392578,78.43704223632812,29772
927,10482,87.64044952392578,78.9599838256836,29883
928,10484,87.64044952392578,78.60980224609375,29709
929,10487,87.64044952392578,78.7809066772461,29675
930,10488,87.64044952392578,78.24822998046875,30625
931,10490,88.26815795898438,79.11070251464844,30235
932,10492,88.26815795898438,79.1021499633789,30138
933,10493,85.71428680419922,75.9698486328125,30538
934,10768,83.04093933105469,71.99798583984375,28311
935,10770,86.36363983154297,76.84225463867188,29307
936,10771,87.64044952392578,78.37666320800781,30908
937,10772,85.0574722290039,74.39097595214844,30817
938,10773,84.39306640625,73.28831481933594,28366
939,10774,87.64044952392578,78.36962127685547,30272
940,10775,87.64044952392578,78.19597625732422,29835
941,10776,87.00565338134766,77.92574310302734,30923
942,10777,85.71428680419922,75.79485321044922,30878
943,10778,87.00565338134766,77.52651977539062,30376
944,10780,87.64044952392578,78.30548858642578,30439
945,10865,87.00565338134766,77.49050903320312,30510
946,8095,87.64044952392578,78.71001434326172,29909
947,7947,87.00565338134766,77.49536895751953,30048
948,8096,88.26815795898438,79.10650634765625,30063
949,7948,87.64044952392578,78.40486907958984,30301
950,8097,87.64044952392578,78.07378387451172,30632
951,7949,87.00565338134766,77.86469268798828,30145
952,8098,85.71428680419922,75.63977813720703,30989
953,7950,87.00565338134766,77.68672180175781,30248
954,8099,88.26815795898438,79.09202575683594,30161
955,7951,87.00565338134766,77.83586120605469,30130
956,8100,87.00565338134766,77.79236602783203,30358
957,7952,87.64044952392578,78.00114440917969,30560
958,8101,87.64044952392578,78.05089569091797,30110
959,7953,87.00565338134766,77.22554016113281,31060
960,8102,87.00565338134766,77.00921630859375,30545
961,7954,87.64044952392578,78.8058853149414,29909
962,8104,85.0574722290039,74.86161041259766,30285
963,7955,85.71428680419922,75.39912414550781,30268
964,8105,86.36363983154297,76.5030746459961,29781
965,7956,87.64044952392578,78.786376953125,29917
966,8108,85.0574722290039,74.54473114013672,26999
967,7957,85.71428680419922,75.60704803466797,30054
968,8109,87.64044952392578,78.52320861816406,29893
969,7960,87.64044952392578,78.2442855834961,29961
970,8110,88.26815795898438,79.15623474121094,29314
971,7961,87.64044952392578,78.69856262207031,30001
972,8111,87.00565338134766,77.71642303466797,30727
973,7962,87.00565338134766,77.3861083984375,30234
974,8322,86.36363983154297,76.19116973876953,29434
975,7964,87.00565338134766,77.54798889160156,30937
976,8323,85.0574722290039,74.74211883544922,31621
977,7966,88.26815795898438,79.51316833496094,29607
978,8324,86.36363983154297,76.49269104003906,30317
979,7968,87.64044952392578,78.77495574951172,29870
980,8327,88.26815795898438,79.50296020507812,30049
981,7969,87.00565338134766,77.52884674072266,30555
982,8328,86.36363983154297,76.1021728515625,30038
983,7970,86.36363983154297,76.9139175415039,30518
984,8329,85.71428680419922,75.41399383544922,30350
985,7971,87.64044952392578,78.06546783447266,30929
986,8330,87.64044952392578,78.95635223388672,30754
987,7972,86.36363983154297,76.21659088134766,31045
988,8332,87.64044952392578,78.27397155761719,30328
989,7973,87.64044952392578,78.64662170410156,29902
990,8334,87.64044952392578,78.57469940185547,30078
991,7975,87.64044952392578,78.38623809814453,30097
992,7976,86.36363983154297,76.56045532226562,29730
993,7981,85.0574722290039,74.25340270996094,27501
994,7982,87.64044952392578,78.19091033935547,29810
995,7983,88.26815795898438,79.29488372802734,30317
996,7984,87.64044952392578,78.70231628417969,30243
997,7985,88.26815795898438,79.3154067993164,29773
998,7986,87.00565338134766,77.02262115478516,29604
999,7987,87.64044952392578,78.2339096069336,30470
1000,7988,87.00565338134766,77.45672607421875,29759
1001,8055,87.64044952392578,78.21910095214844,30180
1002,8056,87.64044952392578,78.69222259521484,29650
1003,8057,85.71428680419922,75.90144348144531,29946
1004,8058,87.64044952392578,78.52572631835938,29539
